id,fecha,producto,unidades,precio,subtotal,tasa_iva,iva,total,departamento
1946,30/10/19,Bebidas,8,417,3336,22%,733.92,4069.92,Cerro Largo
1947,3/11/19,Alimentos,8,391,3128,10%,312.8,3440.8,Montevideo
1948,27/2/20,Otros,9,313,2817,0%,0,2817,Salto
1949,28/5/20,Otros,6,328,1968,10%,196.8,2164.8,Treinta y Tres
1950,9/9/19,Alimentos,9,15,135,22%,29.7,164.7,Cerro Largo
1951,16/2/20,Otros,2,415,830,22%,182.6,1012.6,Tacuarembó
1952,31/1/19,Higiene,10,73,730,22%,160.6,890.6,Canelones
1953,9/1/20,Higiene,5,437,2185,0%,0,2185,Rocha
1954,12/6/19,Otros,6,238,1428,22%,314.16,1742.16,Florida
1955,12/6/19,Higiene,10,42,420,22%,92.4,512.4,Maldonado
1956,6/9/19,Higiene,1,198,198,0%,0,198,Maldonado
1957,22/2/19,Alimentos,3,374,1122,0%,0,1122,Cerro Largo
1958,27/9/20,Higiene,9,265,2385,22%,524.7,2909.7,Flores
1959,26/4/19,Higiene,7,395,2765,10%,276.5,3041.5,Lavalleja
1960,24/10/19,Higiene,8,38,304,22%,66.88,370.88,Tacuarembó
1961,26/11/19,Limpieza,4,465,1860,22%,409.2,2269.2,Artigas
1962,6/4/20,Higiene,3,224,672,22%,147.84,819.84,Lavalleja
1963,4/6/20,Alimentos,7,351,2457,10%,245.7,2702.7,Paysandú
1964,20/6/19,Limpieza,3,460,1380,22%,303.6,1683.6,Montevideo
1965,9/4/20,Bebidas,4,55,220,10%,22,242,San José
1966,9/11/19,Otros,1,362,362,22%,79.64,441.64,Canelones
1967,31/5/19,Limpieza,10,253,2530,22%,556.6,3086.6,Durazno
1968,11/7/19,Alimentos,3,316,948,10%,94.8,1042.8,Maldonado
1969,14/2/19,Higiene,6,366,2196,22%,483.12,2679.12,Durazno
1970,3/6/20,Limpieza,10,201,2010,10%,201,2211,Treinta y Tres
1971,29/9/20,Higiene,7,372,2604,0%,0,2604,Cerro Largo
1972,4/2/19,Alimentos,5,144,720,22%,158.4,878.4,Treinta y Tres
1973,28/6/20,Otros,10,190,1900,0%,0,1900,Salto
1974,30/3/20,Otros,5,316,1580,0%,0,1580,Río Negro
1975,8/6/19,Alimentos,10,159,1590,0%,0,1590,Treinta y Tres
1976,23/2/20,Limpieza,10,349,3490,10%,349,3839,Salto
1977,12/6/20,Higiene,9,35,315,22%,69.3,384.3,Paysandú
1978,12/9/20,Bebidas,2,306,612,0%,0,612,Paysandú
1979,7/11/19,Higiene,2,446,892,22%,196.24,1088.24,Maldonado
1980,4/9/19,Higiene,4,466,1864,0%,0,1864,Canelones
1981,31/12/19,Bebidas,2,377,754,0%,0,754,Treinta y Tres
1982,3/4/19,Alimentos,4,402,1608,0%,0,1608,Maldonado
1983,19/6/19,Higiene,9,288,2592,0%,0,2592,Lavalleja
1984,19/12/19,Otros,10,191,1910,0%,0,1910,Rivera
1985,30/9/20,Higiene,4,317,1268,22%,278.96,1546.96,Florida
1986,30/10/19,Limpieza,2,151,302,10%,30.2,332.2,Montevideo
1987,16/10/19,Limpieza,8,157,1256,22%,276.32,1532.32,Treinta y Tres
1988,16/8/19,Alimentos,5,469,2345,0%,0,2345,Paysandú
1989,22/7/19,Otros,1,200,200,22%,44,244,Cerro Largo
1990,20/8/20,Otros,6,447,2682,22%,590.04,3272.04,Maldonado
1991,28/11/19,Otros,8,330,2640,0%,0,2640,Tacuarembó
1992,18/8/20,Otros,10,63,630,0%,0,630,Rivera
1993,28/2/20,Limpieza,9,360,3240,22%,712.8,3952.8,Montevideo
1994,20/6/19,Higiene,8,480,3840,0%,0,3840,Soriano
1995,9/12/19,Limpieza,9,490,4410,22%,970.2,5380.2,Treinta y Tres
1996,25/11/19,Otros,2,406,812,22%,178.64,990.64,San José
1997,29/8/19,Bebidas,7,182,1274,22%,280.28,1554.28,Lavalleja
1998,4/7/20,Bebidas,9,299,2691,0%,0,2691,Lavalleja
1999,23/6/19,Alimentos,10,241,2410,22%,530.2,2940.2,Durazno
2000,16/9/19,Otros,6,35,210,10%,21,231,Río Negro
